Mod:Item:MetaData, Localized Name
railcraft:andesite:6, Polished Andesite
railcraft:andesite:3, Chiseled Andesite
railcraft:andesite:4, Etched Andesite
railcraft:andesite:5, Andesite Cobblestone
railcraft:diorite:0, Diorite Paver
railcraft:diorite:1, Diorite Brick
railcraft:diorite:4, Polished Diorite
railcraft:diorite:3, Chiseled Diorite
railcraft:diorite:4, Etched Diorite
railcraft:diorite:5, Diorite Cobblestone
railcraft:granite:0, Granite Paver
railcraft:granite:1, Granite Brick
railcraft:granite:2, Polished Granite
railcraft:granite:3, Chiseled Granite
railcraft:granite:4, Etched Granite
railcraft:granite:5, Granite Cobblestone
railcraft:pearlized:0, Pearlized Paver
railcraft:pearlized:1, Pearlized Stone Brick
railcraft:pearlized:2, Polished Pearlized Stone
railcraft:pearlized:3, Chiseled Pearlized Stone
railcraft:pearlized:4, Etched Pearlized Stone
railcraft:pearlized:5, Pearlized Cobblestone
railcraft:concrete, Bag of Cement
railcraft:glass:0, Strengthened Glass
railcraft:glass:1, Orange Strengthened Glass
railcraft:glass:2, Magenta Strengthened Glass
railcraft:glass:3, Light Blue Strengthened Glass
railcraft:glass:4, Yellow Strengthened Glass
railcraft:glass:5, Lime Strengthened Glass
railcraft:glass:6, Pink Strengthened Glass
railcraft:glass:7, Gray Strengthened Glass
railcraft:glass:8, Light Gray Strengthened Glass
railcraft:glass:9, Cyan Strengthened Glass
railcraft:glass:10, Purple Strengthened Glass
railcraft:glass:11, Blue Strengthened Glass
railcraft:glass:12, Brown Strengthened Glass
railcraft:glass:13, Green Strengthened Glass
railcraft:glass:14, Red Strengthened Glass
railcraft:glass:15, Black Strengthened Glass
railcraft:creosote_block, Creosote Wood Block
railcraft:creosote_stairs, Creosote Wood Stairs
railcraft:creosote_slab:0, Creosote Wood Slab
railcraft:reinforced_concrete:0, White Reinforced Concrete
railcraft:reinforced_concrete:1, Orange Reinforced Concrete
railcraft:reinforced_concrete:2, Magenta Reinforced Concrete
railcraft:reinforced_concrete:3, Light Blue Reinforced Concrete
railcraft:reinforced_concrete:4, Yellow Reinforced Concrete
railcraft:reinforced_concrete:5, Lime Reinforced Concrete
railcraft:reinforced_concrete:6, Pink Reinforced Concrete
railcraft:reinforced_concrete:7, Gray Reinforced Concrete
railcraft:reinforced_concrete:8, Reinforced Concrete
railcraft:reinforced_concrete:9, Cyan Reinforced Concrete
railcraft:reinforced_concrete:10, Purple Reinforced Concrete
railcraft:reinforced_concrete:11, Blue Reinforced Concrete
railcraft:reinforced_concrete:12, Brown Reinforced Concrete
railcraft:reinforced_concrete:13, Green Reinforced Concrete
railcraft:reinforced_concrete:14, Red Reinforced Concrete
railcraft:reinforced_concrete:15, Black Reinforced Concrete
railcraft:post_metal:0, White Metal Post
railcraft:post_metal:1, Orange Metal Post
railcraft:post_metal:2, Magenta Metal Post
railcraft:post_metal:3, Light Blue Metal Post
railcraft:post_metal:4, Yellow Metal Post
railcraft:post_metal:5, Lime Metal Post
railcraft:post_metal:6, Pink Metal Post
railcraft:post_metal:7, Gray Metal Post
railcraft:post_metal:8, Light Gray Metal Post
railcraft:post_metal:9, Cyan Metal Post
railcraft:post_metal:10, Purple Metal Post
railcraft:post_metal:11, Blue Metal Post
railcraft:post_metal:12, Brown Metal Post
railcraft:post_metal:13, Green Metal Post
railcraft:post_metal:14, Red Metal Post
railcraft:post_metal:15, Black Metal Post
railcraft:post_metal_platform:0, White Metal Post Platform
railcraft:post_metal_platform:1, Orange Metal Post Platform
railcraft:post_metal_platform:2, Magenta Metal Post Platform
railcraft:post_metal_platform:3, Light Blue Metal Post Platform
railcraft:post_metal_platform:4, Yellow Metal Post Platform
railcraft:post_metal_platform:5, Lime Metal Post Platform
railcraft:post_metal_platform:6, Pink Metal Post Platform
railcraft:post_metal_platform:7, Gray Metal Post Platform
railcraft:post_metal_platform:8, Light Gray Metal Post Platform
railcraft:post_metal_platform:9, Cyan Metal Post Platform
railcraft:post_metal_platform:10, Purple Metal Post Platform
railcraft:post_metal_platform:11, Blue Metal Post Platform
railcraft:post_metal_platform:12, Brown Metal Post Platform
railcraft:post_metal_platform:13, Green Metal Post Platform
railcraft:post_metal_platform:14, Red Metal Post Platform
railcraft:post_metal_platform:15, Black Metal Post Platform
railcraft:abyssal_brick_stairs, Abyssal Brick Stairs
railcraft:bleachedbone_brick_stairs, Bleached Bone Brick Stairs
railcraft:bloodstained_brick_stairs, Bloodstained Brick Stairs
railcraft:frostbound_brick_stairs, Frost Bound Brick Stairs
railcraft:infernal_brick_stairs, Infernal Brick Stairs
railcraft:jaded_brick_stairs, Jaded Brick Stairs
railcraft:pearlized_brick_stairs, Pearlized Brick Stairs
railcraft:quarried_brick_stairs, Quarried Brick Stairs
railcraft:badlands_brick_stairs, Badlands Brick Stairs
railcraft:sandy_brick_stairs, Sandy Brick Stairs
railcraft:abyssal_paver_stairs, Abyssal Paver Stairs
railcraft:bleachedbone_paver_stairs, Bleached Bone Paver Stairs
railcraft:bloodstained_paver_stairs, Bloodstained Paver Stairs
railcraft:frostbound_paver_stairs, Frost Bound Paver Stairs
railcraft:infernal_paver_stairs, Infernal Paver Stairs
railcraft:jaded_paver_stairs, Jaded Paver Stairs
railcraft:pearlized_paver_stairs, Pearlized Paver Stairs
railcraft:quarried_paver_stairs, Quarried Paver Stairs
railcraft:badlands_paver_stairs, Badlands Paver Stairs
railcraft:sandy_paver_stairs, Sandy Paver Stairs
railcraft:abyssal_slab:0, Abyssal Brick Slab
railcraft:abyssal_slab:1, Abyssal Paver Slab
railcraft:badlands_slab:0, Badlands Brick Slab
railcraft:badlands_slab:1, Badlands Paver Slab
railcraft:bleachedbone_slab:0, Bleached Bone Brick Slab
railcraft:bleachedbone_slab:1, Bleached Bone Paver Slab
railcraft:bloodstained_slab:0, Blood Stained Brick Slab
railcraft:bloodstained_slab:1, Blood Stained Paver Slab
railcraft:frostbound_slab:0, Frost Bound Brick Slab
railcraft:frostbound_slab:1, Frost Bound Paver Slab
railcraft:infernal_slab:0, Infernal Brick Slab
railcraft:infernal_slab:1, Infernal Paver Slab
railcraft:jaded_slab:0, Jaded Brick Slab
railcraft:jaded_slab:1, Jaded Paver Slab
railcraft:pearlized_slab:0, Pearlized Brick Slab
railcraft:pearlized_slab:1, Pearlized Paver Slab
railcraft:quarried_slab:0, Quarried Brick Slab
railcraft:quarried_slab:1, Quarried Paver Slab
railcraft:sandy_slab:0, Sandy Brick Slab
railcraft:sandy_slab:1, Sandy Paver Slab
railcraft:worldspike:0, Admin Worldspike
railcraft:worldspike:1, Passive Worldspike
railcraft:worldspike:2, Personal Worldspike
railcraft:worldspike:3, Standard Worldspike
railcraft:worldspike_point, Worldspike Point
railcraft:cart_worldspike_standard:0, Standard Worldspike Cart
railcraft:cart_worldspike_admin:0, Admin Worldspike Cart
railcraft:cart_worldspike_personal:0, Personal Worldspike Cart
computronics:iron_note_block, Iron Note Block
computronics:audio_cable, Audio Cable
computronics:speaker, Speaker
computronics:tape_reader, Tape Drive
computronics:camera, Camera
computronics:chat_box:0, Chat Box
computronics:chat_box:8, Creative Chat Box
computronics:cipher, Cipher Block
computronics:cipher_advanced, Advanced Cipher Block
computronics:radar, Radar
computronics:colorful_lamp, Colorful Lamp
computronics:tape:0, Cassette Tape
computronics:tape:1, Cassette Tape
computronics:tape:2, Cassette Tape
computronics:tape:3, Cassette Tape
computronics:tape:4, Cassette Tape
computronics:tape:5, Cassette Tape
computronics:tape:6, Cassette Tape
computronics:tape:8, Cassette Tape
computronics:parts:0, Tape Track
computronics:portable_tape_drive, Portable Tape Drive
computronics:locomotive_relay, Digital Locomotive Relay
computronics:relay_sensor, Digital Relay Sensor
computronics:digital_box:0, Digital Signal Receiver Box
computronics:digital_box:1, Digital Signal Controller Box
computronics:digital_detector, Cart Detector - Digital
computronics:ticket_machine, Ticket Machine
computronics:sound_board, Sound Board
computronics:speech_box, Speech Box
craftingtableiv:craftingtableiv, Crafting Table IV
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
gravisuit:advancedelectricjetpack, Advanced Electric Jetpack
gravisuit:advancednuclearjetpack, Advanced Nuclear Jetpack
gravisuit:advancednanochestplate, Advanced Nano Chestplate
gravisuit:advancednuclearnanochestplate, Advanced Nuclear Nano Chestplate
gravisuit:gravisuit, Gravitation Chestplate
gravisuit:nucleargravisuit, Nuclear Gravitation Chestplate
gravisuit:advancedlappack, Advanced Lappack
gravisuit:ultimatelappack, Ultimate Lappack
gravisuit:gravitool:0, Gravitool
gravisuit:gravitool:0, Gravitool
gravisuit:advanceddrill, Advanced Diamond Drill
gravisuit:advancedchainsaw, Advanced Chainsaw
gravisuit:vajra, Vajra
gravisuit:superconductorcover, Super Conductor Cover
gravisuit:superconductor, Super Conductor
gravisuit:coolingcore, Cooling Core
gravisuit:gravitationengine, Gravitation Engine
gravisuit:magnetron, Magnetron
gravisuit:vajracore, Vajra Core
gravisuit:engineboost, Engine Booster
gravisuit:relocator, Relocator
projectred-integration:gate:0, OR Gate
projectred-integration:gate:1, NOR Gate
projectred-integration:gate:2, NOT Gate
projectred-integration:gate:3, AND Gate
projectred-integration:gate:4, NAND Gate
projectred-integration:gate:5, XOR Gate
projectred-integration:gate:6, XNOR Gate
projectred-integration:gate:7, Buffer Gate
projectred-integration:gate:8, Multiplexer
projectred-integration:gate:9, Pulse Former
projectred-integration:gate:10, Repeater
projectred-integration:gate:11, Randomizer
projectred-integration:gate:12, RS Latch
projectred-integration:gate:13, Toggle Latch
projectred-integration:gate:14, Transparent Latch
projectred-integration:gate:15, Light Sensor
projectred-integration:gate:16, Rain Sensor
projectred-integration:gate:17, Timer
projectred-integration:gate:18, Sequencer
projectred-integration:gate:19, Counter
projectred-integration:gate:20, State Cell
projectred-integration:gate:21, Synchronizer
projectred-integration:gate:22, Bus Transceiver
projectred-integration:gate:23, Null Cell
projectred-integration:gate:24, Invert Cell
projectred-integration:gate:25, Buffer Cell
projectred-integration:gate:26, Comparator
projectred-integration:gate:27, AND Cell
projectred-integration:gate:28, Bus Randomizer
projectred-integration:gate:29, Bus Converter
projectred-integration:gate:30, Bus Input Panel
projectred-integration:gate:31, Data Cell
projectred-integration:gate:32, Segment Display Gate
projectred-integration:gate:33, Dec Randomizer
projectred-integration:gate:34, IC Gate
projectred-transmission:wire:0, Red Alloy Wire
projectred-transmission:wire:1, White Insulated Wire
projectred-transmission:wire:2, Orange Insulated Wire
projectred-transmission:wire:3, Magenta Insulated Wire
projectred-transmission:wire:4, Light Blue Insulated Wire
projectred-transmission:wire:5, Yellow Insulated Wire
projectred-transmission:wire:6, Lime Insulated Wire
projectred-transmission:wire:7, Pink Insulated Wire
projectred-transmission:wire:8, Grey Insulated Wire
projectred-transmission:wire:9, Light Grey Insulated Wire
projectred-transmission:wire:10, Cyan Insulated Wire
projectred-transmission:wire:11, Purple Insulated Wire
projectred-transmission:wire:12, Blue Insulated Wire
projectred-transmission:wire:13, Brown Insulated Wire
projectred-transmission:wire:14, Green Insulated Wire
projectred-transmission:wire:15, Red Insulated Wire
projectred-transmission:wire:16, Black Insulated Wire
projectred-transmission:wire:17, Bundled Cable
projectred-transmission:wire:18, White Bundled Cable
projectred-transmission:wire:19, Orange Bundled Cable
projectred-transmission:wire:20, Magenta Bundled Cable
projectred-transmission:wire:21, Light Blue Bundled Cable
projectred-transmission:wire:22, Yellow Bundled Cable
projectred-transmission:wire:23, Lime Bundled Cable
projectred-transmission:wire:24, Pink Bundled Cable
projectred-transmission:wire:25, Grey Bundled Cable
projectred-transmission:wire:26, Light Grey Bundled Cable
projectred-transmission:wire:27, Cyan Bundled Cable
projectred-transmission:wire:28, Purple Bundled Cable
projectred-transmission:wire:29, Blue Bundled Cable
projectred-transmission:wire:30, Brown Bundled Cable
projectred-transmission:wire:31, Green Bundled Cable
projectred-transmission:wire:32, Red Bundled Cable
projectred-transmission:wire:33, Black Bundled Cable
projectred-transmission:wire:34, Low Load Power Line
projectred-transmission:framed_wire:0, Framed Red Alloy Wire
projectred-transmission:framed_wire:1, Framed White Insulated Wire
projectred-transmission:framed_wire:2, Framed Orange Insulated Wire
projectred-transmission:framed_wire:3, Framed Magenta Insulated Wire
projectred-transmission:framed_wire:4, Framed Light Blue Insulated Wire
projectred-transmission:framed_wire:5, Framed Yellow Insulated Wire
projectred-transmission:framed_wire:6, Framed Lime Insulated Wire
projectred-transmission:framed_wire:7, Framed Pink Insulated Wire
projectred-transmission:framed_wire:8, Framed Grey Insulated Wire
projectred-transmission:framed_wire:9, Framed Light Grey Insulated Wire
projectred-transmission:framed_wire:10, Framed Cyan Insulated Wire
projectred-transmission:framed_wire:11, Framed Purple Insulated Wire
projectred-transmission:framed_wire:12, Framed Blue Insulated Wire
projectred-transmission:framed_wire:13, Framed Brown Insulated Wire
projectred-transmission:framed_wire:14, Framed Green Insulated Wire
projectred-transmission:framed_wire:15, Framed Red Insulated Wire
projectred-transmission:framed_wire:16, Framed Black Insulated Wire
projectred-transmission:framed_wire:17, Framed Bundled Cable
projectred-transmission:framed_wire:34, Framed Low Load Power Line
projectred-fabrication:ic_machine:0, IC Workbench
projectred-fabrication:ic_machine:1, IC Printer
projectred-fabrication:ic_blueprint, IC Blueprint
projectred-fabrication:ic_chip:0, IC Chip
projectred-fabrication:ic_chip:1, Creative Mode IC Chip
projectred-illumination:lamp:0, White Lamp
projectred-illumination:lamp:1, Orange Lamp
projectred-illumination:lamp:2, Magenta Lamp
projectred-illumination:lamp:3, Light Blue Lamp
projectred-illumination:lamp:4, Yellow Lamp
projectred-illumination:lamp:5, Lime Lamp
projectred-illumination:lamp:6, Pink Lamp
projectred-illumination:lamp:7, Grey Lamp
projectred-illumination:lamp:8, Light Grey Lamp
projectred-illumination:lamp:9, Cyan Lamp
projectred-illumination:lamp:10, Purple Lamp
projectred-illumination:lamp:11, Blue Lamp
projectred-illumination:lamp:12, Brown Lamp
projectred-illumination:lamp:13, Green Lamp
projectred-illumination:lamp:14, Red Lamp
projectred-illumination:lamp:15, Black Lamp
projectred-illumination:lamp:16, Inverted White Lamp
projectred-illumination:lamp:17, Inverted Orange Lamp
projectred-illumination:lamp:18, Inverted Magenta Lamp
projectred-illumination:lamp:19, Inverted Light Blue Lamp
projectred-illumination:lamp:20, Inverted Yellow Lamp
projectred-illumination:lamp:21, Inverted Lime Lamp
projectred-illumination:lamp:22, Inverted Pink Lamp
projectred-illumination:lamp:23, Inverted Grey Lamp
projectred-illumination:lamp:24, Inverted Light Grey Lamp
projectred-illumination:lamp:25, Inverted Cyan Lamp
projectred-illumination:lamp:26, Inverted Purple Lamp
projectred-illumination:lamp:27, Inverted Blue Lamp
projectred-illumination:lamp:28, Inverted Brown Lamp
projectred-illumination:lamp:29, Inverted Green Lamp
projectred-illumination:lamp:30, Inverted Red Lamp
projectred-illumination:lamp:31, Inverted Black Lamp
projectred-illumination:light_button:0, White Illumar Button
projectred-illumination:light_button:1, Orange Illumar Button
projectred-illumination:light_button:2, Magenta Illumar Button
projectred-illumination:light_button:3, Light Blue Illumar Button
projectred-illumination:light_button:4, Yellow Illumar Button
projectred-illumination:light_button:5, Lime Illumar Button
projectred-illumination:light_button:6, Pink Illumar Button
projectred-illumination:light_button:7, Grey Illumar Button
projectred-illumination:light_button:8, Light Grey Illumar Button
projectred-illumination:light_button:9, Cyan Illumar Button
projectred-illumination:light_button:10, Purple Illumar Button
projectred-illumination:light_button:11, Blue Illumar Button
projectred-illumination:light_button:12, Brown Illumar Button
projectred-illumination:light_button:13, Green Illumar Button
projectred-illumination:light_button:14, Red Illumar Button
projectred-illumination:light_button:15, Black Illumar Button
projectred-illumination:feedback_light_button:0, White Illumar Feedback Button
projectred-illumination:feedback_light_button:1, Orange Illumar Feedback Button
projectred-illumination:feedback_light_button:2, Magenta Illumar Feedback Button
projectred-illumination:feedback_light_button:3, Light Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:4, Yellow Illumar Feedback Button
projectred-illumination:feedback_light_button:5, Lime Illumar Feedback Button
projectred-illumination:feedback_light_button:6, Pink Illumar Feedback Button
projectred-illumination:feedback_light_button:7, Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:8, Light Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:9, Cyan Illumar Feedback Button
projectred-illumination:feedback_light_button:10, Purple Illumar Feedback Button
projectred-illumination:feedback_light_button:11, Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:12, Brown Illumar Feedback Button
projectred-illumination:feedback_light_button:13, Green Illumar Feedback Button
projectred-illumination:feedback_light_button:14, Red Illumar Feedback Button
projectred-illumination:feedback_light_button:15, Black Illumar Feedback Button
projectred-illumination:lantern:0, White Lantern
projectred-illumination:lantern:1, Orange Lantern
projectred-illumination:lantern:2, Magenta Lantern
projectred-illumination:lantern:3, Light Blue Lantern
projectred-illumination:lantern:4, Yellow Lantern
projectred-illumination:lantern:5, Lime Lantern
projectred-illumination:lantern:6, Pink Lantern
projectred-illumination:lantern:7, Grey Lantern
projectred-illumination:lantern:8, Light Grey Lantern
projectred-illumination:lantern:9, Cyan Lantern
projectred-illumination:lantern:10, Purple Lantern
projectred-illumination:lantern:11, Blue Lantern
projectred-illumination:lantern:12, Brown Lantern
projectred-illumination:lantern:13, Green Lantern
projectred-illumination:lantern:14, Red Lantern
projectred-illumination:lantern:15, Black Lantern
projectred-illumination:inverted_lantern:0, Inverted White Lantern
projectred-illumination:inverted_lantern:1, Inverted Orange Lantern
projectred-illumination:inverted_lantern:2, Inverted Magenta Lantern
